Longitude (x),Latitude (y),Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-79.4,43.67,TORONTO CITY,2003-11-13,2003,11,13,8.5,-1.6,3.5,14.5,0,,,0.6,0,,
-79.4,43.67,TORONTO CITY,2003-11-14,2003,11,14,5,-2.3,1.4,16.6,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-11-15,2003,11,15,5.1,0.1,2.6,15.4,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-11-16,2003,11,16,5.8,4,4.9,13.1,0,,,4.3,0,,
-79.4,43.67,TORONTO CITY,2003-11-17,2003,11,17,5.8,3.1,4.5,13.5,0,,,4,0,,
-79.4,43.67,TORONTO CITY,2003-11-18,2003,11,18,11.8,4.6,8.2,9.8,0,,,5.5,0,,
-79.4,43.67,TORONTO CITY,2003-11-19,2003,11,19,12.8,5.8,9.3,8.7,0,,,11,0,,
-79.4,43.67,TORONTO CITY,2003-11-20,2003,11,20,9.6,4.1,6.9,11.1,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-11-21,2003,11,21,13.5,4.5,9,9,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-11-22,2003,11,22,7.9,4.4,6.2,11.8,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-11-23,2003,11,23,14.3,6,10.2,7.8,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-11-24,2003,11,24,13.8,-1,6.4,11.6,0,,,1.8,0,,
-79.4,43.67,TORONTO CITY,2003-11-25,2003,11,25,3.9,-1.5,1.2,16.8,0,,,2.9,3,,
-79.4,43.67,TORONTO CITY,2003-11-26,2003,11,26,7.8,3.4,5.6,12.4,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-11-27,2003,11,27,6.1,3.2,4.7,13.3,0,,,13.1,0,,
-79.4,43.67,TORONTO CITY,2003-11-28,2003,11,28,6.4,1.2,3.8,14.2,0,,,24.9,0,,
-79.4,43.67,TORONTO CITY,2003-11-29,2003,11,29,3.9,-0.5,1.7,16.3,0,,,1.4,1,,
-79.4,43.67,TORONTO CITY,2003-11-30,2003,11,30,8.3,1.5,4.9,13.1,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-12-01,2003,12,1,7.2,-1.8,2.7,15.3,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2003-12-02,2003,12,2,-1.7,-6.8,-4.3,22.3,0,,,1.6,1,,
-79.4,43.67,TORONTO CITY,2003-12-03,2003,12,3,0.8,-6.5,-2.9,20.9,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-04,2003,12,4,5.5,-3.1,1.2,16.8,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-05,2003,12,5,1.7,-4.8,-1.6,19.6,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-06,2003,12,6,-2.5,-7.8,-5.2,23.2,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-07,2003,12,7,0,-8.4,-4.2,22.2,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2003-12-08,2003,12,8,1.7,-5.1,-1.7,19.7,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2003-12-09,2003,12,9,3.9,0.3,2.1,15.9,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2003-12-10,2003,12,10,8.3,3,5.7,12.3,0,,,13.9,1,,
-79.4,43.67,TORONTO CITY,2003-12-11,2003,12,11,7,-1.3,2.9,15.1,0,,,1.4,1,,
-79.4,43.67,TORONTO CITY,2003-12-12,2003,12,12,-0.4,-5.3,-2.9,20.9,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-13,2003,12,13,-2.1,-7.5,-4.8,22.8,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-14,2003,12,14,0.3,-3,-1.4,19.4,0,,,8.3,9,,
-79.4,43.67,TORONTO CITY,2003-12-15,2003,12,15,2.1,-2,0.1,17.9,0,,,0,8,,
-79.4,43.67,TORONTO CITY,2003-12-16,2003,12,16,6.8,1.1,4,14,0,,,1.5,1,,
-79.4,43.67,TORONTO CITY,2003-12-17,2003,12,17,4.3,-0.9,1.7,16.3,0,,,1.4,1,,
-79.4,43.67,TORONTO CITY,2003-12-18,2003,12,18,0.2,-3.2,-1.5,19.5,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-19,2003,12,19,1.5,-3.4,-1,19,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-20,2003,12,20,-1.4,-6.3,-3.9,21.9,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-21,2003,12,21,5.1,-2.3,1.4,16.6,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2003-12-22,2003,12,22,6.8,4.7,5.8,12.2,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2003-12-23,2003,12,23,8.7,4,6.4,11.6,0,,,16.1,1,,
-79.4,43.67,TORONTO CITY,2003-12-24,2003,12,24,7,2.2,4.6,13.4,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-25,2003,12,25,2.9,0.1,1.5,16.5,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-26,2003,12,26,7.5,-1.2,3.2,14.8,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-27,2003,12,27,5.6,-0.6,2.5,15.5,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-28,2003,12,28,8.4,1.6,5,13,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2003-12-29,2003,12,29,8.5,6.1,7.3,10.7,0,,,10.3,1,,
-79.4,43.67,TORONTO CITY,2003-12-30,2003,12,30,7,1.2,4.1,13.9,0,,,7.5,1,,
-79.4,43.67,TORONTO CITY,2003-12-31,2003,12,31,7.8,0.4,4.1,13.9,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2013-01-01,2013,1,1,-1.1,-7.2,-4.2,22.2,0,,,0.7,10,,
-79.4,43.67,TORONTO CITY,2013-01-02,2013,1,2,-1.1,-6.1,-3.6,21.6,0,,,0.2,9,,
-79.4,43.67,TORONTO CITY,2013-01-03,2013,1,3,-0.7,-7.6,-4.2,22.2,0,0,,2.6,14,,
-79.4,43.67,TORONTO CITY,2013-01-04,2013,1,4,0.3,-2,-0.9,18.9,0,,,0,12,,
-79.4,43.67,TORONTO CITY,2013-01-05,2013,1,5,3.1,-0.7,1.2,16.8,0,,,1.2,11,,
-79.4,43.67,TORONTO CITY,2013-01-06,2013,1,6,3.2,-3.6,-0.2,18.2,0,,,0.6,8,,
-79.4,43.67,TORONTO CITY,2013-01-07,2013,1,7,1.9,-6.1,-2.1,20.1,0,,,1.1,5,,
-79.4,43.67,TORONTO CITY,2013-01-08,2013,1,8,3.4,-0.1,1.7,16.3,0,,,1.3,5,,
-79.4,43.67,TORONTO CITY,2013-01-09,2013,1,9,7,1.9,4.5,13.5,0,,,0.5,5,,
-79.4,43.67,TORONTO CITY,2013-01-10,2013,1,10,6.6,2.5,4.6,13.4,0,,,1.4,1,,
-79.4,43.67,TORONTO CITY,2013-01-11,2013,1,11,8.1,3.7,5.9,12.1,0,,,3.4,,,
-79.4,43.67,TORONTO CITY,2013-01-12,2013,1,12,13,6.7,9.9,8.1,0,,,0.6,,,
-79.4,43.67,TORONTO CITY,2013-01-13,2013,1,13,14.7,5.2,10,8,0,,,28.3,,,
-79.4,43.67,TORONTO CITY,2013-01-14,2013,1,14,5.4,-2.2,1.6,16.4,0,,,1.8,,,
-79.4,43.67,TORONTO CITY,2013-01-15,2013,1,15,1.4,-3.2,-0.9,18.9,0,,,0.6,,,
-79.4,43.67,TORONTO CITY,2013-01-16,2013,1,16,3.4,-1.4,1,17,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-01-17,2013,1,17,2,-10.3,-4.2,22.2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-01-18,2013,1,18,1.9,-10.4,-4.3,22.3,0,0,,0.9,,,
-79.4,43.67,TORONTO CITY,2013-01-19,2013,1,19,8.3,1.9,5.1,12.9,0,,,1.4,1,,
-79.4,43.67,TORONTO CITY,2013-01-20,2013,1,20,7.9,-7.6,0.2,17.8,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2013-01-21,2013,1,21,-5.1,-11.1,-8.1,26.1,0,0,,0.4,,,
-79.4,43.67,TORONTO CITY,2013-01-22,2013,1,22,-11.1,-15,-13.1,31.1,0,0,,3.1,1,,
-79.4,43.67,TORONTO CITY,2013-01-23,2013,1,23,-9.1,-18.4,-13.8,31.8,0,,,1.3,4,,
-79.4,43.67,TORONTO CITY,2013-01-24,2013,1,24,-9.9,-14.7,-12.3,30.3,0,,,0.5,4,,
-79.4,43.67,TORONTO CITY,2013-01-25,2013,1,25,-7.4,-13.3,-10.4,28.4,0,0,,2.9,4,,
-79.4,43.67,TORONTO CITY,2013-01-26,2013,1,26,-1.8,-9.7,-5.8,23.8,0,,,1.1,8,,
-79.4,43.67,TORONTO CITY,2013-01-27,2013,1,27,-0.7,-9.3,-5,23,0,,,0.5,7,,
-79.4,43.67,TORONTO CITY,2013-01-28,2013,1,28,3.8,-1.4,1.2,16.8,0,0,,8.6,12,,
-79.4,43.67,TORONTO CITY,2013-01-29,2013,1,29,7.1,1.3,4.2,13.8,0,,,15.3,7,,
-79.4,43.67,TORONTO CITY,2013-01-30,2013,1,30,13.4,6.9,10.2,7.8,0,,,3.9,,,
-79.4,43.67,TORONTO CITY,2013-01-31,2013,1,31,8.1,-5.6,1.3,16.7,0,0,,1.2,,,
-79.4,43.67,TORONTO CITY,2013-02-01,2013,2,1,-5.5,-9.1,-7.3,25.3,0,,,0.3,1,,
-79.4,43.67,TORONTO CITY,2013-02-02,2013,2,2,-4.6,-9.3,-7,25,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2013-02-03,2013,2,3,-3.5,-9.4,-6.5,24.5,0,,,1,1,,
-79.4,43.67,TORONTO CITY,2013-02-04,2013,2,4,-4.8,-10.3,-7.6,25.6,0,,,0.8,1,,
-79.4,43.67,TORONTO CITY,2013-02-05,2013,2,5,-2.8,-10.4,-6.6,24.6,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2013-02-06,2013,2,6,-2.3,-6.7,-4.5,22.5,0,,,0.5,1,,
-79.4,43.67,TORONTO CITY,2013-02-07,2013,2,7,-1.6,-6.8,-4.2,22.2,0,0,,2.3,2,,
-79.4,43.67,TORONTO CITY,2013-02-08,2013,2,8,-4.9,-8.9,-6.9,24.9,0,0,,24.6,8,,
-79.4,43.67,TORONTO CITY,2013-02-09,2013,2,9,-2.4,-11.7,-7.1,25.1,0,,,1.4,26,,
-79.4,43.67,TORONTO CITY,2013-02-10,2013,2,10,2.4,-7.4,-2.5,20.5,0,,,1.4,24,,
-79.4,43.67,TORONTO CITY,2013-02-11,2013,2,11,8,1.5,4.8,13.2,0,,,5.6,20,,
-79.4,43.67,TORONTO CITY,2013-02-12,2013,2,12,2.9,-0.2,1.4,16.6,0,,,0,12,,
-79.4,43.67,TORONTO CITY,2013-02-13,2013,2,13,2.1,-3.2,-0.6,18.6,0,,,0,10,,
-79.4,43.67,TORONTO CITY,2013-02-14,2013,2,14,2.9,-2.8,0.1,17.9,0,,,3.5,10,,
-79.4,43.67,TORONTO CITY,2013-02-15,2013,2,15,3,-5.5,-1.3,19.3,0,,,0,10,,
-79.4,43.67,TORONTO CITY,2013-02-16,2013,2,16,-1.4,-7.5,-4.5,22.5,0,0,,3.6,9,,
-79.4,43.67,TORONTO CITY,2013-02-17,2013,2,17,-7.5,-14.2,-10.9,28.9,0,,,0.6,13,,
-79.4,43.67,TORONTO CITY,2013-02-18,2013,2,18,1.7,-13.2,-5.8,23.8,0,,,2,11,,
-79.4,43.67,TORONTO CITY,2013-02-19,2013,2,19,4.6,-4.5,0.1,17.9,0,,,8.9,10,,
-79.4,43.67,TORONTO CITY,2013-02-20,2013,2,20,-3.7,-6.8,-5.3,23.3,0,,,0,8,,
-79.4,43.67,TORONTO CITY,2013-02-21,2013,2,21,-3.6,-12.5,-8.1,26.1,0,,,0,8,,
-79.4,43.67,TORONTO CITY,2013-02-22,2013,2,22,2,-7.8,-2.9,20.9,0,,,1.2,8,,
-79.4,43.67,TORONTO CITY,2013-02-23,2013,2,23,3.3,-0.3,1.5,16.5,0,,,0.2,8,,
-79.4,43.67,TORONTO CITY,2013-02-24,2013,2,24,2.6,-1.4,0.6,17.4,0,,,1.5,7,,
-79.4,43.67,TORONTO CITY,2013-02-25,2013,2,25,3,0.4,1.7,16.3,0,,,0,8,,
-79.4,43.67,TORONTO CITY,2013-02-26,2013,2,26,4.2,0.5,2.4,15.6,0,0,,17.4,7,,
-79.4,43.67,TORONTO CITY,2013-02-27,2013,2,27,2.1,0.5,1.3,16.7,0,0,,30.4,9,,
-79.4,43.67,TORONTO CITY,2013-02-28,2013,2,28,4,-0.5,1.8,16.2,0,,,3.9,12,,
-79.4,43.67,TORONTO CITY,2013-03-01,2013,3,1,-0.5,-5.7,-3.1,21.1,0,,,0,10,,
-79.4,43.67,TORONTO CITY,2013-03-02,2013,3,2,-2.3,-7.9,-5.1,23.1,0,,,0.3,10,,
-79.4,43.67,TORONTO CITY,2013-03-03,2013,3,3,-2.8,-7.3,-5.1,23.1,0,,,0.3,9,,
-79.4,43.67,TORONTO CITY,2013-03-04,2013,3,4,0.4,-6.8,-3.2,21.2,0,,,0.2,9,,
-79.4,43.67,TORONTO CITY,2013-03-05,2013,3,5,0.8,-6,-2.6,20.6,0,,,1,9,,
-79.4,43.67,TORONTO CITY,2013-03-06,2013,3,6,5.4,-1.3,2.1,15.9,0,,,0,9,,
-79.4,43.67,TORONTO CITY,2013-03-07,2013,3,7,5.2,1.4,3.3,14.7,0,,,1.7,7,,
-79.4,43.67,TORONTO CITY,2013-03-08,2013,3,8,6.4,1,3.7,14.3,0,,,0.7,7,,
-79.4,43.67,TORONTO CITY,2013-03-09,2013,3,9,7,-0.6,3.2,14.8,0,,,1.1,5,,
-79.4,43.67,TORONTO CITY,2013-03-10,2013,3,10,13.3,3.5,8.4,9.6,0,,,0.8,3,,
-79.4,43.67,TORONTO CITY,2013-03-11,2013,3,11,11.3,6,8.7,9.3,0,0,,5,,,
-79.4,43.67,TORONTO CITY,2013-03-12,2013,3,12,6,1.3,3.7,14.3,0,,,0.9,,,
-79.4,43.67,TORONTO CITY,2013-03-13,2013,3,13,2.6,-6.8,-2.1,20.1,0,,,2.6,,,
-79.4,43.67,TORONTO CITY,2013-03-14,2013,3,14,1.4,-7.1,-2.9,20.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-03-15,2013,3,15,6.4,-2.1,2.2,15.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-03-16,2013,3,16,-1.5,-5.2,-3.4,21.4,0,,,1.9,,,
-79.4,43.67,TORONTO CITY,2013-03-17,2013,3,17,-0.4,-5.8,-3.1,21.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-03-18,2013,3,18,1.9,-5.9,-2,20,0,0,,6.2,,,
-79.4,43.67,TORONTO CITY,2013-03-19,2013,3,19,2.9,-3.6,-0.4,18.4,0,,,0.8,2,,
-79.4,43.67,TORONTO CITY,2013-03-20,2013,3,20,0.9,-5.2,-2.2,20.2,0,,,0.7,2,,
-79.4,43.67,TORONTO CITY,2013-03-21,2013,3,21,-0.1,-6.3,-3.2,21.2,0,,,0.4,1,,
-79.4,43.67,TORONTO CITY,2013-03-22,2013,3,22,3.5,-2.9,0.3,17.7,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2013-03-23,2013,3,23,5.7,-0.9,2.4,15.6,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2013-03-24,2013,3,24,5.1,-2.1,1.5,16.5,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2013-03-25,2013,3,25,6.4,1,3.7,14.3,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-03-26,2013,3,26,10.4,2,6.2,11.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-03-27,2013,3,27,8.2,1.7,5,13,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2013-03-28,2013,3,28,7.9,1.5,4.7,13.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-03-29,2013,3,29,12.7,3.1,7.9,10.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-03-30,2013,3,30,10.7,1.1,5.9,12.1,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-03-31,2013,3,31,11.7,5.2,8.5,9.5,0,,,1.2,,,
-79.4,43.67,TORONTO CITY,2013-04-01,2013,4,1,6.9,-3.6,1.7,16.3,0,,,0.5,,,
-79.4,43.67,TORONTO CITY,2013-04-02,2013,4,2,3.2,-4.4,-0.6,18.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-04-03,2013,4,3,4.2,-3.9,0.2,17.8,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-04-04,2013,4,4,8.4,-1.8,3.3,14.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-04-05,2013,4,5,6.4,-1.1,2.7,15.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-04-06,2013,4,6,5.5,-2.3,1.6,16.4,0,,,1.1,,,
-79.4,43.67,TORONTO CITY,2013-04-07,2013,4,7,17.9,4.1,11,7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-04-08,2013,4,8,8.7,4.8,6.8,11.2,0,,,11,,,
-79.4,43.67,TORONTO CITY,2013-04-09,2013,4,9,12.3,6,9.2,8.8,0,,,16.9,,,
-79.4,43.67,TORONTO CITY,2013-04-10,2013,4,10,8.5,4.9,6.7,11.3,0,,,10.6,,,
-79.4,43.67,TORONTO CITY,2013-04-11,2013,4,11,5.4,-0.5,2.5,15.5,0,,,8.5,,,
-79.4,43.67,TORONTO CITY,2013-04-12,2013,4,12,6.7,0.6,3.7,14.3,0,,,19.1,,,
-79.4,43.67,TORONTO CITY,2013-04-13,2013,4,13,7.1,3,5.1,12.9,0,,,1.6,,,
-79.4,43.67,TORONTO CITY,2013-04-14,2013,4,14,9.4,1.3,5.4,12.6,0,,,0.9,,,
-79.4,43.67,TORONTO CITY,2013-04-15,2013,4,15,12.5,4.3,8.4,9.6,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2013-04-16,2013,4,16,14.5,6,10.3,7.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-04-17,2013,4,17,11.3,3.3,7.3,10.7,0,,,0.8,,,
-79.4,43.67,TORONTO CITY,2013-04-18,2013,4,18,21.2,5.3,13.3,4.7,0,,,3.8,,,
-79.4,43.67,TORONTO CITY,2013-04-19,2013,4,19,18.6,5.3,12,6,0,,,1.9,,,
-79.4,43.67,TORONTO CITY,2013-04-20,2013,4,20,5.7,-0.6,2.6,15.4,0,,,0.6,,,
-79.4,43.67,TORONTO CITY,2013-04-21,2013,4,21,5.4,-1.1,2.2,15.8,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2013-04-22,2013,4,22,12,2.7,7.4,10.6,0,,,0.7,,,
-79.4,43.67,TORONTO CITY,2013-04-23,2013,4,23,11.3,6.2,8.8,9.2,0,,,0.7,,,
-79.4,43.67,TORONTO CITY,2013-04-24,2013,4,24,13.1,2.7,7.9,10.1,0,,,14.9,,,
-79.4,43.67,TORONTO CITY,2013-04-25,2013,4,25,10.7,1.9,6.3,11.7,0,,,0.9,,,
-79.4,43.67,TORONTO CITY,2013-04-26,2013,4,26,12.3,2.7,7.5,10.5,0,,,0.7,,,
-79.4,43.67,TORONTO CITY,2013-04-27,2013,4,27,17.7,6.3,12,6,0,,,0.9,,,
-79.4,43.67,TORONTO CITY,2013-04-28,2013,4,28,19.3,9.1,14.2,3.8,0,,,10.8,,,
-79.4,43.67,TORONTO CITY,2013-04-29,2013,4,29,12.3,8.7,10.5,7.5,0,,,2.6,,,
-79.4,43.67,TORONTO CITY,2013-04-30,2013,4,30,20.6,11.6,16.1,1.9,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-05-01,2013,5,1,21.2,13.5,17.4,0.6,0,,,0.5,,,
-79.4,43.67,TORONTO CITY,2013-05-02,2013,5,2,22.1,11.8,17,1,0,,,0.5,,,
-79.4,43.67,TORONTO CITY,2013-05-03,2013,5,3,21.4,14,17.7,0.3,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2013-05-04,2013,5,4,20.5,11.8,16.2,1.8,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-05-05,2013,5,5,23.8,12.8,18.3,0,0.3,,,0.3,,,
-79.4,43.67,TORONTO CITY,2013-05-06,2013,5,6,21.5,12.4,17,1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-05-07,2013,5,7,24.2,12.1,18.2,0,0.2,,,0.4,,,
-79.4,43.67,TORONTO CITY,2013-05-08,2013,5,8,22.2,15.9,19.1,0,1.1,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-05-09,2013,5,9,22.9,14.5,18.7,0,0.7,,,0.6,,,
-79.4,43.67,TORONTO CITY,2013-05-10,2013,5,10,15.5,10,12.8,5.2,0,,,24.7,,,
-79.4,43.67,TORONTO CITY,2013-05-11,2013,5,11,14.9,6.1,10.5,7.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-05-12,2013,5,12,9.7,3,6.4,11.6,0,,,1.7,,,
-79.4,43.67,TORONTO CITY,2013-05-13,2013,5,13,11.8,2.2,7,11,0,,,0.5,,,
-79.4,43.67,TORONTO CITY,2013-05-14,2013,5,14,12.3,3.9,8.1,9.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-05-15,2013,5,15,25,7.3,16.2,1.8,0,,,0.7,,,
-79.4,43.67,TORONTO CITY,2013-05-16,2013,5,16,23.7,10.8,17.3,0.7,0,,,1,,,
-79.4,43.67,TORONTO CITY,2013-05-17,2013,5,17,17.8,8.9,13.4,4.6,0,,,0.7,,,
-79.4,43.67,TORONTO CITY,2013-05-18,2013,5,18,19.4,11,15.2,2.8,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-05-19,2013,5,19,22.6,12.4,17.5,0.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-05-20,2013,5,20,26.3,14.2,20.3,0,2.3,,,5.3,,,
-79.4,43.67,TORONTO CITY,2013-05-21,2013,5,21,22.3,14.5,18.4,0,0.4,,,4.5,,,
-79.4,43.67,TORONTO CITY,2013-05-22,2013,5,22,25.7,14.1,19.9,0,1.9,,,2.1,,,
-79.4,43.67,TORONTO CITY,2013-05-23,2013,5,23,23.5,4.9,14.2,3.8,0,,,0.6,,,
-79.4,43.67,TORONTO CITY,2013-05-24,2013,5,24,12,4.5,8.3,9.7,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-05-25,2013,5,25,14.9,4.9,9.9,8.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-05-26,2013,5,26,17.7,6.5,12.1,5.9,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2013-05-27,2013,5,27,20.5,7.1,13.8,4.2,0,,,0.8,,,
-79.4,43.67,TORONTO CITY,2013-05-28,2013,5,28,15.9,10,13,5,0,,,40.9,,,
-79.4,43.67,TORONTO CITY,2013-05-29,2013,5,29,27.3,15.9,21.6,0,3.6,,,12.2,,,
-79.4,43.67,TORONTO CITY,2013-05-30,2013,5,30,28.9,19,24,0,6,,,0,,,
-79.4,43.67,TORONTO CITY,2013-05-31,2013,5,31,29,18.1,23.6,0,5.6,,,0.9,,,
-79.4,43.67,TORONTO CITY,2013-06-01,2013,6,1,26.9,17.7,22.3,0,4.3,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-06-02,2013,6,2,22.8,10.1,16.5,1.5,0,,,8.2,,,
-79.4,43.67,TORONTO CITY,2013-06-03,2013,6,3,18.5,8.2,13.4,4.6,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2013-06-04,2013,6,4,20.3,8.9,14.6,3.4,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2013-06-05,2013,6,5,18,13.4,15.7,2.3,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-06-06,2013,6,6,15.5,11.8,13.7,4.3,0,,,7.4,,,
-79.4,43.67,TORONTO CITY,2013-06-07,2013,6,7,16.4,12.7,14.6,3.4,0,,,0.6,,,
-79.4,43.67,TORONTO CITY,2013-06-08,2013,6,8,19.8,14.7,17.3,0.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-09,2013,6,9,22.8,12.4,17.6,0.4,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-06-10,2013,6,10,17.6,15,16.3,1.7,0,,,26.7,,,
-79.4,43.67,TORONTO CITY,2013-06-11,2013,6,11,24.3,15.9,20.1,0,2.1,,,5.1,,,
-79.4,43.67,TORONTO CITY,2013-06-12,2013,6,12,22.7,14.5,18.6,0,0.6,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-13,2013,6,13,22,14.9,18.5,0,0.5,,,7.6,,,
-79.4,43.67,TORONTO CITY,2013-06-14,2013,6,14,24,15,19.5,0,1.5,,,0.5,,,
-79.4,43.67,TORONTO CITY,2013-06-15,2013,6,15,23.9,12.2,18.1,0,0.1,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-16,2013,6,16,26.5,16.3,21.4,0,3.4,,,15.3,,,
-79.4,43.67,TORONTO CITY,2013-06-17,2013,6,17,26,16.4,21.2,0,3.2,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-18,2013,6,18,20.4,13.2,16.8,1.2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-19,2013,6,19,19.4,12.7,16.1,1.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-20,2013,6,20,23.1,12.1,17.6,0.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-21,2013,6,21,26.4,14.4,20.4,0,2.4,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-22,2013,6,22,26.8,18.2,22.5,0,4.5,,,11.2,,,
-79.4,43.67,TORONTO CITY,2013-06-23,2013,6,23,31.7,19.2,25.5,0,7.5,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-24,2013,6,24,32.3,21.7,27,0,9,,,0.4,,,
-79.4,43.67,TORONTO CITY,2013-06-25,2013,6,25,28.5,21.4,25,0,7,,,5.4,,,
-79.4,43.67,TORONTO CITY,2013-06-26,2013,6,26,29,19.9,24.5,0,6.5,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-27,2013,6,27,24.4,19.6,22,0,4,,,0,,,
-79.4,43.67,TORONTO CITY,2013-06-28,2013,6,28,21.2,17.5,19.4,0,1.4,,,22.8,,,
-79.4,43.67,TORONTO CITY,2013-06-29,2013,6,29,23.8,17,20.4,0,2.4,,,0.2,,,
-79.4,43.67,TORONTO CITY,2013-06-30,2013,6,30,24.5,16.5,20.5,0,2.5,,,0,,,
-79.4,43.67,TORONTO CITY,2013-07-01,2013,7,1,24.1,18.1,21.1,0,3.1,,,0,,,
-79.4,43.67,TORONTO CITY,2013-07-02,2013,7,2,22.1,17.5,19.8,0,1.8,,,0,,,
-79.4,43.67,TORONTO CITY,2013-07-03,2013,7,3,,18.5,,,,,,6.2,,,
-79.4,43.67,TORONTO CITY,2013-07-04,2013,7,4,27,20.4,23.7,0,5.7,,,0.9,,,
-79.4,43.67,TORONTO CITY,2013-07-05,2013,7,5,25,20.4,22.7,0,4.7,,,9.4,,,
